out,text
0,Regular Or Temporary
0,Temporary
0,Language Fluency: English (Required)
0,Work Shift
0,"1st Shift (Canada) Please review the following job description: The Data Analyst reports to the Vice President, Financial Solutions in the Life Reinsurance Division. The incumbent will have a balanced mandate of both modelling and technical support accountabilities. Responsibilities to include assisting in the modelling of mortality projections, supporting the enhancement of Moody’s AXIS models and helping to build and test an experience studies system."
0,Duration
0,Six (6) months
0,Principal Accountabilities
0,Mortality Projection
0,Data analysis and pricing of new business quotes.
0,Assist with the development of pricing models and tools.
0,Assist with the development of MS Access databases.
0,Consolidation of MS Excel spreadsheets into databases.
0,Data Quality Review
0,Aid with experience studies for new business quotes.
1,Using R or Python software required along with MS Excel.
1,Use of databases in SQL server or MS Access possibly required.
0,Coordinate with external systems to integrate outputs/inputs of AXIS with databases.
0,Ad Hoc Requests
0,"Assist with pricing model setup, automation of tasks within Excel and other statistical/data manipulations tasks not mentioned."
0,Assist with longevity pricing as required.
0,Position Requirements
0,Education
1,Enrolled in or completed an accredited actuarial program or data science program
1,"If enrolled, completion of three years strongly preferred"
1,Knowledge
1,"Preferably, the completion of 2 Society of Actuaries exams (excluding VEE)"
1,Understanding of Linear Regression
1,High-level knowledge of insurance and/or life contingencies
1,Understanding of Linear Regression
1,Skills
1,Strong communication skills (oral and written)
1,Strong interpersonal skills with all staff
1,Able to juggle multiple tasks with multiple stakeholders
1,Strong analytical and problem-solving skills
1,"Highly proficient in MS office tools, especially MS excel"
1,Experience with mortality forecasting algorithms preferred
1,"Experience with R/Python or other mathematical/statistical software. Prefer knowledge of data manipulation inside of R/Python (numpy, pandas, etc.)"
1,SQL/MS-Access skills preferred including development of Access databases
1,Previous Experience
1,previous co-op or summer work term(s) an asset
0,"CRC is an Equal Opportunity Employer and considers all qualified applicants regardless of race, gender, color, religion, national origin, age, sexual orientation, gender identity, disability, veteran status or other classification protected by law."
0,EEO is the Law Pay Transparency Nondiscrimination Provision E-Verify
0,About the job
0,"Position Summary...The purpose of this position is to assist DC operations in optimizing fulfillment costs and key performance metrics like On-Time Shipping, Storage Capacity / Building- fullness and non-inventory items utilization. This role will assist in data analysis for that will shape FC staffing strategies during peak and off peak conditions, develop tools / frameworks for benchmarking against global logistics network and provide data analytics to improve customer experience. The position involves coordinating with Walmart business partners in FC as well as replenishment, flow, data science and other as necessary."
0,What You'll Do...
0,"Analyze, sort and filter complex data to create customized reporting that is meaningful and actionable for the operations team"
0,"Support Order Resolution functions to ensure on-time, accurate and damage-free fulfillment of customer orders during regular and special events such as Holiday peak, store events (back to school/college, ester, baby days, etc) and other marketing initiatives, etc"
0,"Develop and maintain FC Cost, KPI and Performance Dashboards"
0,Perform Ad Hoc data analytics and identify continuous improvement opportunities through data analysis
0,"Research and investigate warehouse out of stocks/over stocks and implement corrective actions, identify vendors and categories with low in-stock and co-ordinate setting up correct replenishment settings."
0,Liaison with accounting and finance for all fulfillment centre related topics Provide data insights into topics relevant to business stakeholders.
0,Provide data insights (ongoing basis) in creation of benchmarking tools and best practice initiatives that set direction for operations team optimization objectives for ecommerce
0,Participate in projects to implement new systems & processes to improve results.
0,Qualifications
1,University degree in Engineering (Industrial preferred)
1,Project management experience
1,Experience with developing/maintaining engineered standards or time/motion studies (MOST certification preferred)
1,"Systems experience (e.g. WMS, SAP, JDA Labor Management, MS project, MS visio)"
1,Minimum Qualifications...
1,"Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications."
1,Age – 18 or older
0,Preferred Qualifications...
0,"Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications."
0,Walmart will accommodate the disability-related needs of applicants and associates as required by law.
0,Primary Location…
0,"233 Madill Blvd, Mississauga, ON L5W 1Y6, Canada"
0,About the job
0,"The Data Analyst is responsible for collating, processing and presenting data on, and able to run/lead projects of low to medium complexity. This individual is tasked with the processing of relevant data and delivery."
0,Job Responsibilities
0,"Responsible for the process of relevant data, the compilation and presentation of data deliverable, the appropriate quality control of data and deliverables, and the production od data deliverables."
0,Responsible for all aspects of the project related to relevant data acquisitions and delivery.
0,Perform administrative duties that include maintaining accurate and complete survey logs.
0,Work closely with the project manage to provide exceptional service to clients
0,Analyze and process sensor data and digital images from the collection vehicles for delivery to clients
0,Update and maintain Salesforce tracking
0,Job Requirements
1,18 years of age
1,"4-year degree in Engineering, Math, Computer Science, Analytical Geography or similar technical degree preferred."
1,"Legally authorized to work in the United States, without restrictions"
1,1-5 years of relevant experience
1,Pavement management and/or consulting knowledge would be an asset
1,Competent with the Vision software suite
1,"Experience with SQL, MS SQL Server, MS Access and Excel"
1,Experience with FME is an asset
0,Our Contribution to You (Growth Opportunity)
0,"At Fugro, we focus on helping our employees at every level of their career identify and use their strengths to contribute their best every day. From entry-level team members to senior leaders, we believe there is always room to grow knowledge and experiences. We support our employees by offering opportunities to sharpen their skills through on the job learning experiences to formal internal and external development programs."
0,Benefits
0,"At Fugro, we value people and offer a broad range of benefits which include, but are not limited to"
0,"A choice of Medical, Dental and Vision Plans."
0,Basic Group Life and AD&D Insurance.
0,Short-term and Long-term Disability.
0,A broad range of voluntary benefits.
0,"An employer matched, 100% vested 401(k) Plan."
0,Disclaimer For Recruitment Agencies
0,Fugro does not accept any unsolicited applications from recruitment agencies. Acquisition to Fugro Recruitment or any Fugro employee is not appreciated.
0,About the job
0,Job Seekers can review the Job Applicant Privacy Policy by clicking HERE.
0,You are the driving force behind our company.
0,Start your career with Ryder today!
0,Summary
0,"The Data Analyst role is to deliver a final business solution to the operations team through a Power Bi experience. The Data Analyst's technical skills will be put to the test as they shape data into a crispy design through a smooth user experience. Over time the Data Analyst will become a domain expert of supply chains and their use cases. This position will work on cutting edge data technology as a key user on Ryder's Azure Data Lake driving the analytics initiatives. Design critical analytical dashboards, reports and queries to drive strategic business decisions, ad-hoc analysis and identify descriptive and prescriptive solutions for internal Ryder teams and external customers. Dig deep into the core issues of business problems in order to drive a solution that gets at the heart of the causative problem. On this team, the Data Analyst will get the chance to be the expert of supply chain solutions, collaborating with Data Analysts and Scientists, using all the skills in order to exploit data to drive the business forward. This will push the envelope of what is possible within the big data space; streaming live data into a data lake and experimenting with data in the data sandbox."
0,Essential Functions
0,"Develop Dashboards by understanding business needs, interpret the integrated data and translate this into usable visualizations to drive business decisions, interpreting results and how to utilize the dashboards"
0,"Engage the business, evaluating their needs and ad-hoc requests to prioritize product efforts creating new innovative solutions"
0,"Knowledge of the Ryder Business, understanding the complexity of the supply chain world and the role that data has within this ecosystem"
0,Enhance data maturity and integration to standardize the core value add functionality enabling a multiplier effect
0,Additional Responsibilities
0,Performs other duties as assigned.
0,Skills And Abilities
1,Experience developing BI solutions with tools like:
1,Power BI
1,Tableau
1,Exposure using tools like:
1,ETL tools (Alteryx or SSIS)
1,Data manipulation tools (SQL)
1,Object oriented development stacks (.net) (preferred)
1,"Strong verbal and written communication skills, with an ability to express complex technical concepts in business terms"
1,"Support product innovation, working closely with technology throughout the build, test, and release of the product using agile methodologies"
1,Qualifications
1,"Bachelor's degree required Supply Chain, Data Analytics or equivalent"
1,"Master's degree preferred Supply Chain, Data Analytics, MBA or equivalent"
1,"Two (2) years or more Applied Project(s) Experience: Experience in demonstrating, digital transformation, data management in an educational/project or intern type environment required"
1,Two (2) years or more 2-4 years experience in creating dashboards for diagnostic analysis across the business. Experience working in a cloud environment a plus. preferred
0,DOT Regulated: No
0,Job Category: Data Science & Analytics
0,"Ryder is an equal opportunity employer. We value Diversity and Inclusion in the workplace and encourage all qualified candidates to apply including women, visible minorities, aboriginals and persons with disabilities."
0,"In accordance with our commitment to diversity and inclusion, Ryder welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the recruitment, selection, and assessment process. Should you require an accommodation, please inform the Human Resources representative of the nature of the accommodation requested so that we may discuss your needs with you. If you require assistance in order to apply please contact us at 905-302-3924."
0,"Ryder est un employeur offrant l’équité en matière d’emploi. Nous valorisons la diversité et l’inclusion en milieu de travail et nous encourageons tous les candidats qualifiés à postuler, y compris les femmes, les minorités visibles, les autochtones et les personnes avec un handicap. (L'emploi du genre masculin dans ce texte ne se veut pas discriminatoire et n'a pour but que de l'alléger)"
0,"Conformément à son engagement envers la diversité et l'inclusion, Ryder accueille et encourage les candidatures de personnes handicapées. Des accommodements peuvent être proposés sur demande pour les candidats qui participent à toutes les sphères du processus de recrutement, de sélection et d'évaluation. Si vous nécessitez un accommodement, veuillez informer le représentant des ressources humaines de la nature de l'accommodement souhaité afin que nous puissions discuter de vos besoins avec vous. Si vous avez besoin d'assistance pour postuler, veuillez nous appeler au 905-302-3924."
0,Job Seekers can review the Job Applicant Privacy Policy by clicking HERE.
0,\#wd
0,About the job
0,Job Description
0,Qualifications (required)
1,Strong experience of SQL and relational databases
1,Strong data modeling experience
1,Experience with data integration frameworks and concepts
1,Experience with Python
1,"Experience with of Tableau, Qlikview, PowerBI or similar tools"
1,Experience working in Unix environments
1,Experience working directly with data consumers to fulfill their needs
1,"Strong networking and collaboration skills, particularly with other engineering teams"
1,Strong verbal and written communication skills
1,Ability to work independently
1,Qualifications (nice To Have)
1,"Knowledge of graph databases (e.g. Neo4J, RDF-based)"
1,Experience with GIT
1,Experience with Agile/DevOps
1,Knowledge of other BI/Reporting platforms
1,Experience in DB performance tuning
1,Experience in Software/System Design
1,Knowledge of data center and IT inventory equipment
1,Knowledge of data governance & master data management concepts
1,Knowledge of AI and machine learning frameworks
1,Experience navigating large/complex IT environments and infrastructure
0,//
0,EEO Employer
0,Minorities/ Females/ Disabled/ Veterans/ Gender Identity/ Sexual Orientation
0,//*
0,About the job
0,"Before you read any further: Our strength at Opencare relies on the diversity of perspective that we work hard to craft on our team. We are all solving the same set of problems from our own unique lenses, and this is fundamental to our success as a business. Experience means something different to each of us, and your unique combination of skills, passions, and experiences makes you a valuable asset to our team."
0,Opencare’s Vision
0,"To enable people to have optimal health of mind and body, by ensuring they get the preventive care they need. "
0,"Opencare is re-designing the dentist visit with a focus on wellness. We live our most important life moments, from laughing and smiling to eating and talking, through our mouths. Yet for such an important body part, the thought of visiting the dentist instills fear and confusion in most people. To us, that doesn’t make any sense."
0,"That’s why we’re rebuilding every moment of the dental experience; not only to be impactful during the visit, but life enriching afterward, too. If you never thought you’d say “Wow, I love my dentist!”, our goal is to get you there."
0,"We believe that people reach their full potential at work when they are happy and healthy outside of work. You can learn more about our culture, as well as our professional and personal benefits here. You can also hear about it directly from our team here. "
0,Our Data Team’s Vision
0,"Our Data team is driven by providing meaningful insights across the business that will accelerate our growth. Our analysts and data scientists work on problems that dive deep into understanding how our customers behave and how we can serve them better because we know that when we can help someone find a great dentist and prioritize their mouth wellness it’s a win-win-win. This means that our team is focused on big problems like supply / demand balancing, event-based attribution across multiple channels both online and offline, understanding the impact of complex communication flows, and ensuring that when we run experiments we’re learning as much as we can. "
0,How will you help to get us there?
0,"We are bringing a Data Analyst to work with our Sales and Marketing teams to uncover new opportunities to scale patient demand by exploring our complex digital ad data to help identify new optimizations and experiments to optimize patient acquisition. You will be unlocking growth opportunities for Opencare by understanding consumer behaviour, and finding patterns in places previously unexplored. This is an exciting opportunity for someone with a deep understanding of paid advertising who is very comfortable rolling their sleeves up in data sets. If you’re someone who gets excited about the “so what” of your analysis and wants to drive business outcomes, this is the role for you!"
0,"By diving deep to understand how our ads convert, this Data Analyst will play a key role in shaping our marketing and growth strategies to help us understand how to connect with the right consumer, at the right time, and with the right value proposition. "
0,"Your impact, six months into the role:"
0,"Navigating the complexity of multiple campaigns with different ad content, geographical, and user groupings to identify and realize optimization opportunities within our digital marketing channels"
0,Understand our marketing funnel and identify where in the customer journey value is created so that we can double down on what is working and cut back on activities that aren’t adding value 
0,"Navigating through our marketing data to distill key insights, inform rapid and iterative experimentation, and drive critical business decisions for our Sales and Marketing team"
0,"Using  segmentation and attribution models to improve decision making, understand where value is created, and unlocking major growth in new and existing channels"
0,"Your impact, one year into the role:"
0,"Building the playbook for patient acquisition, scaling these efforts across North American markets, and establishing yourself as the subject matter expert on data-driven growth"
0,"Supporting the launch and development of new markets, focusing on how to effectively balance paid and engagement channels in different sizes of markets"
0,"Deepening our understanding of our users by partnering with Product, Engineering, Marketing and other teams to capture more nuanced data about our customers"
0,"Advising our C-Suite leadership on strategic areas for growth, informed by deep dive analysis and a strong understanding of our business"
0,What skills will you bring to the team from day one?
1,"Strong experience with business intelligence tools, ideally Looker (both LookML and data visualizations) "
1,"A drive to proactively solve business problems, push back on established playbooks, and an impact-forward approach to data science"
1,A deep understanding of SQL in order to effectively build models to understand consumer behaviour
1,"Experience supporting a marketing, growth, product, or demand team, with the ability to understand and analyze data from complex marketing campaigns with many variables"
1,"Familiarity working with Facebook, Salesforce, and Google Adwords as a data source"
1,"The ability to effectively communicate the business impact of data analysis, and translate insights into actionable recommendations for key stakeholders at all levels through data visualizations (e.g. Looker)"
1,"Prior experience working with git and dbt is preferred - Whether or not you’ve read them, you probably agree with a lot of dbt’s best practices and coding conventions"
0,What skills will you have the opportunity to develop?
0,Deepen your understanding of consumer advertising working across multiple paid channels
0,Working with an experienced sales team and building targeted campaigns for our B2B & B2C acquisition efforts
0,Diving deep on how to communicate data and provide coaching to both technical and non-technical audiences
0,Develop an extensive understanding of how to optimize in markets of different sizes and at different stages of growth as we continue to launch new markets across the US
0,"Grow your technical in data analytics, data engineering and data science by working with Opencare’s Data team"
0,"Flexibility to explore a leadership or technical role as the team grows, with the ability to explore new methods and implement your own ideas along the way"
0,Contact the job poster
0,"Willyn Sapalo Buena - REB, REA, CPMS"
0,Recruitment Manager [Opencare] | PH Real Estate Broker-Appraiser & Insurance Agent [Boholana Realty] | Lead Generation Agency Owner/ Manager [BoholVisMinPh]
0,Send InMail
0,About the job
0,Why join us?
0,"SNC-Lavalin provides cutting-edge engineering, procurement, construction and financing solutions to projects in more than 100 countries around the world. From the Canadian Arctic to the Southern African region and Australasia, our multicultural workforce possesses a fierce pride in their work and a pioneering vision."
0,SNC-Lavalin is truly a global leader in its field and has been chosen to design and build some of the most prestigious projects in the world.
0,How will you contribute to the team?
0,"To perform this role successfully, the candidate will be responsible for but not limited to the following:"
0,Collaborating with the Project Controls / Project Management / Finance teams on data collection and data quality validation.
0,Using statistical methods to examine data and generate useful business reports.
0,"Design, develop, and maintain reports, visualizations and dashboards of KPIs and metrics."
0,Running Ad hoc survey and providing insightful reports to help teams with the decision-making process.
0,What will you contribute?
1,University degree in Engineering or Computer Science.
1,Experience with data collection and database updating and survey.
1,Experience with data visualization and dashboard building using Tableau Desktop.
1,Experience with analytics platform is a plus.
1,Experience with SQL and Python.
1,Team player.
1,"Proficient in English and French, both oral and written; Spanish and Portuguese an asset."
0,What we offer at SNC-Lavalin?
0,"At SNC-Lavalin, you will enjoy good compensation, a safe and healthy work environment, and a full range of benefits (ie.: group insurance, retirement savings plan, share purchase plan, continuing education program, etc.)."
0,Opportunity to work on various projects of various sizes.
0,Economical salary.
0,Motivational financial package & flexible benefits.
0,Defined contribution pension plan in which SNC-Lavalin contributes.
0,"Work equipment provided according to the season (boot, bib, helmet, gloves, etc.)."
0,Employee Share Ownership Plan (ESOP).
0,Employee Assistance Program (EAP).
0,"Learning and Development programs, training, career opportunities."
0,Additional Information
0,"At SNC-Lavalin, we seek to hire candidates with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences."
0,"SNC-Lavalin cares about your privacy. SNC-Lavalin and other subsidiary or affiliated companies of SNC-Lavalin (referred to throughout as “SNC-Lavalin”) are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data."
0,"By submitting your personal information to SNC-Lavalin, you confirm that you have read and accept our Privacy Notice."
0,"Founded in 1911, SNC-Lavalin is a global fully integrated professional services and project management company and a major player in the ownership of infrastructure. From offices around the world, SNC-Lavalin's employees are proud to build what matters. Our teams provide comprehensive end-to-end project solutions – including capital investment, consulting, design, engineering, construction, sustaining capital and operations and maintenance – to clients in oil and gas, mining and metallurgy, infrastructure and power. On July 3, 2017, SNC-Lavalin acquired Atkins, one of the world's most respected design, engineering and project management consultancies. https://www.snclavalin.com"
0,About the job
0,"Priceline.com is seeking a Data Analyst, Pricing Analytics for our Hotels business unit. This role will be responsible to execute and improve upon Priceline.com's strategy for Hotel pricing & competitive intelligence. Our mission is to deliver the best travel deals available to our customers. This role is critical for us to fulfill this mission."
0,Why Is This Job a Big Deal
0,"As a Data Analyst, Pricing Analytics you will influence and challenge Pricing decisions made within the Strategic Pricing and Analytics team by delivering insightful analysis, predictive models and innovative strategies. The ideal candidate for this role has prior Pricing experience in an e-commerce or retail environment, strong analytical skills with an excellent track record of execution"
0,In This Role You Will Get To
0,Execute and improve upon Priceline.com's strategy for Hotel pricing & competitive intelligence
0,"Learn, upgrade and automate various pricing initiatives within Priceline.com, partnering with the Marketing, Finance and other analytical teams"
0,"Develop innovative solutions and techniques to ensure Priceline.com's pricing remains competitive, profitable and innovative"
0,Influence and challenge decisions made by the team through timely & insightful analysis and modeling
0,"Identify appropriate reports to support decision making, recommend and build enhancements to our Pricing reporting infrastructure"
0,Who You Are
1,"Strong analytical, statistical and problem-solving skills are required"
1,"Strong, hands on SQL experience, preferably with Oracle or BigQuery, but other relational databases are OK"
1,Experience building or enhancing reports using Tableau and/or Excel
1,Experience working with R/Python strongly preferred
1,Modeling techniques and methods
1,"Strong communication skills, both written and oral"
1,"Takes responsibility for results, “owning” assignments and projects"
1,"Bachelors Computer Science, Engineering, Statistics and at least 2 years of experience in analytics, consulting or technology"
1,"Experience in data science, pricing, travel & e-commerce experience desired"
0,We Are Priceline
0,Who we are:
0,"Our success as one of the biggest players in online travel is all thanks to our incredible, dedicated team of talented employees. Priceliners are focused on being the best travel deal makers in the world, fueled by our passion to help everyone experience the moments that matter most in their lives."
0,"Whether it’s a dream vacation, your cousin’s graduation, or your best friend’s wedding – we make travel affordable and accessible to our customers."
0,"Our culture is unique and inspiring (that’s what our employees tell us). We’re a grown-up, startup. We deliver the excitement of a new venture, without the struggles and chaos that can come with a business that hasn’t stabilized."
0,"We’re on the cutting edge of innovative technologies. We keep the customer at the center of all that we do. Our ability to meet their needs relies on the strength of a workforce as diverse as the customers we serve. We bring together employees from all walks of life and we are proud to provide the kind of inclusive environment that stimulates innovation, creativity and collaboration."
0,"Priceline is part of the Booking Holdings, Inc. (Nasdaq: BKNG) family of companies, a highly profitable global online travel company with a market capitalization of over $80 billion. Our sister companies include Booking.com, BookingGo, Agoda, Kayak and OpenTable."
0,"If you want to be part of something truly special, check us out!"
0,"Diversity, Equity and Inclusion – Our Commitment"
0,"Priceline ensures equal employment opportunity to all employees and applicants without discrimination or harassment based on race, religious creed, color, age, sex, sexual orientation, gender identity, national origin, religion, marital status, medical condition, disability, military service, pregnancy, childbirth and related medical conditions, or any other classification protected by governing law"
0,"We're excited that you are interested in a career with us. For all current employees, please use the internal portal to find jobs and apply."
0,"External candidates are required to have an account before applying. When you click Apply, returning candidates can log in or new candidates can quickly create an account to save/view applications."
0,About the job
0,"Innovacorp is seeking an organized, self-motivated and team-oriented person for the role of data analyst."
0,"Innovacorp is Nova Scotia's early stage venture capital organization. We work to find, fund and foster innovative Nova Scotia start-ups that strive to change the world. Our goal is to help those companies commercialize their technologies and succeed in the global marketplace."
0,"Early stage investment is at the core of our business model. We also give entrepreneurs access to world-class incubation facilities, expert advice, and other support to help accelerate their companies."
0,"Working under the leadership of the manager of IT services and risk management, the data analyst helps provide business insights and enable better decisions for client service by overseeing the organizational data in our customer relationship management (CRM) system."
0,"Passionate about collecting and analyzing data to provide business insights, you thrive on delivering the right information to your teammates so they can provide top-tier client support. You are a confident communicator and can work independently while still collaborating across the team. You take pride in ensuring the integrity of the CRM system and manipulating the data to provide insightful reports. You instinctively take initiative in all areas of responsibility, can effectively prioritize your work, and pay attention to the details. "
0,Job duties include:
0,Analyzing data and creating and maintaining reports and dashboards to help us better understand our clients’ needs and how we can better assist them
0,Attending team meetings to capture new data requirements and update data as needed
0,Forecasting and planning reporting activities
0,Creating web-to-lead forms that integrate with the CRM system for the competitive programs offered throughout the year
0,"Researching external information to uncover client and ecosystem insights, and clearly presenting findings and recommendations"
0,"Working closely with CRM superusers to ensure data is kept up to date, and suggesting ways data integrity, gathering and reporting can be improved"
0,Conducting ad hoc data-mining requests from teammates
0,Providing CRM training and support to employees
0,Liaising with developers as required
1,"As the ideal candidate, you have a degree in computer science, statistics, or another relevant discipline, plus at least two years of related experience. You have an inquisitive mindset with strong analytical, problem solving, interpersonal, communication, and collaboration skills. Experience working with a CRM system and knowledge of data modelling concepts is required. Experience working with Salesforce is preferred. Experience in or a good understanding of the technology sectors would also be an advantage. You are proficient in Microsoft Office and easily adopt new computer applications. You are honoured to live the Innovacorp values of Respect, Integrity, Cooperation and Excellence."
0,"Innovacorp is committed to cultivating a culture of inclusion, equity and diversity, and to building a team that represents a variety of backgrounds, perspectives and skills. We welcome applications from everybody, including Indigenous people, African Nova Scotians, other visible minorities, people with disabilities, and those who identify as members of the LGBTQ+ community. We encourage applicants to self-identify in their cover letter and request any accommodation required to support them during the recruitment process."
0,NOTE: This position will be mostly remote during the pandemic. Innovacorp is following all public health directives and best practices to reduce the spread of COVID-19.
0,"If this opportunity interests you, you must submit your resume and cover letter via email to careers@innovacorp.ca by 9:00 pm on Wednesday, September 15, 2021, and quote Competition # 2021-04 in the subject line."
0,"We thank all applicants for their interest; however, only those selected for an interview will be contacted."
0,"For more information about Innovacorp, visit innovacorp.ca."
0,Contact the job poster
0,"Shelley Kenney, CPHR"
0,Human Resources Manager at Innovacorp
0,Send InMail
0,About the job
0,Company Background: 
0,"TekRek is assisting our client partner to recruit an experienced Business Consultant to join their growing firm in East Coast Canada. Our client is an established B2B SaaS firm that has clients specialising in the financial services, technology, manufacturing, and retails sectors to name a few."
0, Job Description:
0,"As a Business Consultant you will be responsible for designing, building, maintaining and extending data models for various client partners."
0,The ability to gather requirements and document how various organisations operate and provide insights into a technical solutions.
0,"The ability to create sophisticated reports, workflows, and dashboards for internal and external stakeholders for the projects."
0,Working with data sets using SQL.
0,Work in an agile project framework with the ability to meet deadlines.
0,Travel domestically and international maybe required into the future.
0, Requirements:
1,"Bachelor degree in Computer Science, Statistics, Mathematics or a similar discipline"
1,"1-2+ years’ experience in business consulting, data analyst, or business analyst position."
0,"Hands-on experience with the following languages and front-end technologies SQL, Excel, and Python. An increased importance on SQL would be key."
0,Contact the job poster
0,Daniel Thomassin 2nd
0,"Director - Data Science, Data Engineering, and Analytics Recruitment at TekRek Ltd"
0,Send InMail
0,About the job
0,"At EA, we inspire the world to play by developing, publishing, and distributing the world's best games. Our EA Vancouver studio is looking for an Expert Data Analyst to support our FIFA franchise. You will perform deep analysis on the trends and behaviours of players within our game and use them to develop data-driven insights to inform decisions around the future of FIFA for years to come. Reporting to the team's Senior Analytics Manager, you will tackle complex questions with our partners across the business to identify opportunities and guide product strategy."
0,Responsibilities
0,Participate in a diverse range of strategic projects in response to partner needs.
0,"Perform analysis that explores the deep complexities of how players engage with the game, its live services, and each other. Translate these findings into recommendations to adjust the game's design, and project how those adjustments will affect our game."
0,"Work with game designers and producers to understand their design intents, translate analysis into realistic recommendations for them, and establish success criteria for their resulting actions."
0,"Provide data-driven insights to senior leaders/executives on the FIFA team to promote business optimization, growth strategies and guide important decisions for the game."
0,Work with other analytics leaders across the organization to establish and implement cross-organizational best practices.
0,Mentor and help grow a team of accomplished analysts and leaders. Provide oversight and use analytics expertise to ensure applicable outcomes.
0,Provide recommendations on analytic methodologies to meet the needs of our partners and enhance the team's capabilities.
0,Organize and lead sessions to understand partner needs and identify opportunities.
0,Consolidate your investigations and recommendations into well-written and compelling presentations.
0,"Build partnerships across the organization, becoming a trusted partner and managing expectations, timelines, and risks throughout a project life cycle."
0,Qualifications
1,Result-oriented person with minimum of 8 years of professional experience performing all aspects of business and enterprise level analysis.
1,"Education in Business, Statistics, Economics, Data Science, Analytics, or a related field."
1,"Experience analyzing large-scale, user-level data data to make recommendations based on user behaviour."
1,"Track record in an advisory role with an in-depth knowledge of quantitative techniques and tools including regression, survival analysis, classification, forecasting, and clustering."
1,Mastery in establishing structure and coherence when presented with complex problems.
1,Strong command in using an analytics skillset to translate data into insights and tangible recommendations.
1,"Experience leading presentations for wide audiences and large groups, including senior management."
1,"Experience managing deliverables, producing high-quality results, and building analysis plans with clear deliverables, ownership, and communication."
1,"Excellent skills using statistical software, including R and Python."
1,Excellent SQL skills; experience with big data ecosystems such as Hive/Hadoop.
0,About the job
0,Req Id: 324656
0,"At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we advance how Canadians connect with each other and the world."
0,"If you’re ready to bring game-changing ideas to life and join a community that values, professional growth and employee wellness, we want you on the Bell team."
0,"Bell’s forward-thinking Customer Operations team is creating the ultimate service experience for our residential, wireless and small business consumers. We lead strategic development and execution of day-to-day operations, develop tools and processes to drive service enhancements, manage customer loyalty and retention, and leverage big data and artificial intelligence to create intellectual property."
0,"Within the Customer Operations Business Intelligence team, our people are empowered to make big things happen and are supported by growth, training and personal development opportunities. Being at the forefront of strategy, planning and execution, we are always in need of talented people who like to get things done. As a member of our team, you will have endless opportunities to collaborate with other like-minded high-energy professionals that are passionate about contributing to Bell’s goal to be recognized by customers as Canada’s leading Communications Company."
0,"We currently have a requirement for a Business Analyst, Business Intelligence with in-depth knowledge of data analysis, customer targeting, and reporting supporting the delivery of marketing campaigns and communications. This individual should be passionate about creating actionable insight and delivering results to drive the evolution of the campaign delivery team."
0,Job Duties And Accountabilities
0,"Analyze raw data to create insights, opportunities and make recommendations supporting delivery of marketing campaigns and communications"
0,"Gather, analyze and document business requests, issues, and requirements"
0,Collaborate with development team to deliver long term flexible and expandable BI solutions
0,Investigate data/process anomalies; propose and implement solutions to improve data accuracy and performance
0,Support ad-hoc requests and investigations in a timely manner and suggest/implement solution
0,Collaborate with team members to enhance expertise
0,Help maintain the integrity and security of the company database
0,Critical Qualifications/Competencies
1,"Bachelor’s Degree or higher in Computer Science, Mathematics or other Bachelor’s Degree equivalent from a recognized educational institution;"
1,"Minimum of 2 years of experience in a role involving gathering and documenting business requirements (BRD, SRS, SDS) and data analysis;"
1,Understanding the basic principles of working with large and complex data sets;
1,Practical hands on SQL experience in creating complex queries;
1,Self-motivated team player with a strong work ethic and the ability to multi-task with changing priorities
1,Strong analytical and problem-solving skills
1,"Excellent English communication skills required to work well with business users, other analysis teams, development teams, and IT teams"
1,Ability to work under tight deadlines and pressure while delivering within given budget
1,Solid interpersonal skills with the ability to work with minimal guidance
1,Preferred Qualifications/Competencies
1,Experience in the following areas would be considered an asset:
1,"Experience with SAS, Teradata and/or Oracle, Hadoop, and IBM Campaign suite of tools"
1,Experience with BI and data warehouse technologies
1,Experience in technology companies and/or telecom networks is a strong asset
1,3+ years SQL experience
0,#Indeed #Tech #SQL #SAS #Teradate #Oracle #BusinessAnalyst #BusinessIntelligence
0,Bilingualism is an asset (English and French); adequate knowledge of French is required for positions in Quebec.
0,Additional Information
0,Position Type: Management
0,Job Status: Regular - Full Time
0,Job Location: Toronto || Canada : Ontario : Don Mills || Canada : Ontario : Toronto || Canada : Quebec : Dorval
0,Application Deadline: 09/30/2021
0,Please apply directly online to be considered for this role. Applications through email will not be accepted.
0,"At Bell, we don’t just accept difference - we celebrate it. We’re committed to fostering an inclusive, equitable, and accessible workplace where every team member feels valued, respected, and supported, and has the opportunity to reach their full potential. We welcome and encourage applications from people with disabilities."
0,"Accommodations are available on request for candidates taking part in all aspects of the selection process. For a confidential inquiry, simply email your recruiter directly or recruitment@bell.ca to make arrangements. If you have questions regarding accessible employment at Bell please email our Diversity & Inclusion Team at inclusion@bell.ca."
